,text,username,timestamp,location,likes,clean_tweet,negative,neutral,positive,compound,analysis,pca_x,pca_y,pca_z,y,cluster,tsne_x,tsne_y
16,RT @LifeNewsHQ: Wife of American Soldier Killed in Afghanistan Gives Birth to Beautiful Baby Girl https://t.co/YJsAnfcgwg https://t.co/Ec9u…,mebsourribes,Sun Sep 19 19:54:03 +0000 2021,,45748,wife american soldier kill afghanistan give birth beautiful baby girl …,0.267,0.511,0.222,-0.2023,negative,0.013795639537240117,-0.10020554763817147,-0.043942638117701154,5,5,-12.1557045,1.1838869
17,RT @The_FJC: Why haven't we heard from any of the Americans that were supposedly removed from Afghanistan? Not one interview. Hmmmm... Seem…,Do_not_comply_X,Sun Sep 19 19:54:03 +0000 2021,United States,23650,fjc heard americans supposedly remove afghanistan one interview hmmmm seem…,0.0,1.0,0.0,0.0,neutral,-0.009350496758096847,-0.08303811197631991,0.046240889712328245,7,7,-9.311021,11.541833
18,RT @BenjaminT0001: Kabul Airport suicide attacker was freed by Taliban after four years in CIA custody for New Delhi terror plot https://t.…,RabbieB_1759,Sun Sep 19 19:54:03 +0000 2021,,23341,kabul airport suicide attacker free taliban four year cia custody new delhi terror plot …,0.448,0.425,0.127,-0.8519,negative,0.036242795566793,-0.02086559826609802,-0.05299426902232871,0,0,4.6287956,2.9279501
19,"RT @TimorSharan: “Don’t eliminate us, flying with one wing is impossible” her signpost says as a protest to the #Taliban 4 not allowing gir…",HEssazada19,Sun Sep 19 19:54:04 +0000 2021,Universe,29706,“don’t eliminate u fly one wing impossible” signpost say protest 4 allow gir…,0.134,0.738,0.128,-0.0258,neutral,-0.004171335402487272,-0.025333629637210364,0.011754308370136713,0,0,-8.051286,1.576681
20,"RT @pnjkrull: Why does the left always revert to outrageous comparisons. Trump had a plan. Leaving only I think 1,200 for security reasons…",JimDluhos7,Sun Sep 19 19:54:04 +0000 2021,"Myrtle Beach, SC",14517,leave always revert outrageous comparison trump plan leave think 1 200 security reasons…,0.321,0.536,0.143,-0.25,negative,-0.002551111734527154,-0.020346866408936175,0.00910049009252067,0,0,8.32351,0.5100025
21,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,KirbsTwid,Sun Sep 19 19:54:04 +0000 2021,United States,12601,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.1743042302029142,-0.5499551772152681,-0.5927991330655441,4,4,-7.659165,-2.7617705
22,"RT @BBCYaldaHakim: The Taliban have prohibited girls from secondary school in Afghanistan. In solidarity, many boys have been refusing to g…",mwahsheegahdee,Sun Sep 19 19:54:04 +0000 2021,Mpambe,69506,taliban prohibit girl secondary school afghanistan solidarity many boy refuse g…,0.164,0.672,0.164,0.0,neutral,0.0627194076698332,-0.10381006094287346,0.06246556127792377,5,5,-7.0635557,-8.591137
23,"RT @Newsbox_India: #BREAKING : We support India's stand on Taliban, we are with India : Saudi Foreign Minister https://t.co/EsHFGlvAMA",JPJoshi1,Sun Sep 19 19:54:04 +0000 2021,"Wasaga Beach, Ontario",11852,india support india stand taliban india saudi foreign minister,0.0,0.748,0.252,0.4019,positive,-0.06913307469372391,0.0242674572319931,0.009981819975721984,0,0,4.5217953,-2.2709894
24,RT @airlift328: I hope people see this tweet. I had the Anthrax Shots when I went to the Iraqi/Afghanistan War. Anthrax Shots were not FDA…,Palmtreesandsu3,Sun Sep 19 19:54:04 +0000 2021,,37381,hope people see tweet anthrax shot go iraqi afghanistan war anthrax shot fda…,0.219,0.618,0.163,-0.25,negative,-0.004159219433697117,-0.02820305055220992,0.01178032717629888,0,0,-2.3026862,-1.4447365
25,"@im_yash2307 Afg first test was against India apart from all the infra we provided them, and after India won the on… https://t.co/aAkp0N1TgO",indicpolymath,Sun Sep 19 19:54:05 +0000 2021,Savarkar's Library,34815,yash2307 afg first test india apart infra provide india on…,0.0,1.0,0.0,0.0,neutral,-0.058490723261851105,0.017541052861660182,0.0023474694189078086,0,0,-7.294526,16.208458
26,"RT @subyroy: Very good... 🇵🇰 ISI is the Elephant in the Room, or Hippo, or both... https://t.co/cguILh7p60",subyroy,Sun Sep 19 19:54:05 +0000 2021,,176657,good 🇵🇰 isi elephant room hippo,0.0,0.633,0.367,0.4404,positive,-0.05340565202244088,0.018941502060087365,0.002789838722922791,0,0,-2.6021934,14.090896
27,Iran invested a lot in #Taliban in recent years but it is now concerned about the rise of [Pakistan-backed] Haqqani… https://t.co/W6sMN7vXZN,SamriBackup,Sun Sep 19 19:54:05 +0000 2021,,0,iran invest lot recent year concern rise pakistan back haqqani…,0.0,1.0,0.0,0.0,neutral,-0.007883315424284125,-0.0158572268758422,0.007864531290527962,0,0,2.3349893,14.160559
28,RT @BBCYaldaHakim: Women in Kabul out on the streets again today demanding their rights to work and education #Afghanistan https://t.co/8yg…,BethanyMatta,Sun Sep 19 19:54:06 +0000 2021,United States,3071,woman kabul street today demand right work education …,0.158,0.842,0.0,-0.128,negative,-0.07241211792199112,0.018166692365518017,0.0053013157949134086,0,0,2.6214485,-13.282993
29,"https://t.co/XAMSo6CHG4
I support #Taliban
I don't want militants in
country:Putin
I don't want to go to #Kabul… https://t.co/AhzTVMWY7L",AgrawalSadhuram,Sun Sep 19 19:54:06 +0000 2021,Bangalore,32320,support want militant country putin want go,0.0,0.43,0.57,0.5106,positive,-0.007983191740341539,-0.03606783517075992,0.019722207586188627,2,2,1.7244734,-4.388106
30,"RT @Jake_Hanrahan: Taliban in Bamyan Province…

(These photos are real) https://t.co/oWHJXDpVfZ",Lucia_Valero,Sun Sep 19 19:54:07 +0000 2021,,24126,hanrahan taliban bamyan province… photo real,0.0,1.0,0.0,0.0,neutral,0.20773563700121161,-0.26095273185898077,0.7614446675520948,8,8,-10.327669,-13.512115
31,RT @TrumpLola: I've wondered about this... you would think MSM would be parading them front and center as Sleepy Joes great success..  cric…,NWWG5lmgfnQnAaX,Sun Sep 19 19:54:07 +0000 2021,,69,wonder would think msm would parade front center sleepy joes great success cric…,0.0,0.585,0.415,0.8316,positive,-0.001400379105577091,-0.017111173230645593,0.00970798151215017,2,2,-11.466737,-8.118838
32,"RT @monitor85420119: Pakistan Taliban leader) of the Pakistan TTP said:
 We have control of some of Pakistan's tribal areas, and soon our a…",Osama119121,Sun Sep 19 19:54:07 +0000 2021,,1412,pakistan taliban leader pakistan ttp say control pakistan tribal area soon a…,0.0,1.0,0.0,0.0,neutral,0.0005729446191840618,-0.02197933412086666,0.01802148391460636,0,0,-3.2628865,3.9599493
33,"🤬🤬 Only a bunch of fools would trust the Taliban for ""intelligence"" after pulling all of your assets out of Afghani… https://t.co/V8w177NyIj",RandyGibb_1,Sun Sep 19 19:54:08 +0000 2021,"Pigeon Forge, TN",35,🤬🤬 bunch fool would trust taliban intelligence pull asset afghani…,0.108,0.56,0.332,0.7184,positive,0.01499910708828412,-0.022285406291205415,0.019525659417503505,2,2,14.484036,6.379883
34,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,lordit,Sun Sep 19 19:54:08 +0000 2021,,20201,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-8.117983,-1.8969457
35,"RT @PamirNews: Since #Taliban have come to power, trucks loaded with Kunar logs are openly transported to Pakistan in broad daylight.  

@A…",monikarutland11,Sun Sep 19 19:54:08 +0000 2021,"Prague, Czech Republic",1804,since come power truck load kunar log openly transport pakistan broad daylight,0.0,1.0,0.0,0.0,neutral,-0.011335767435931518,-0.01197442278191704,0.008686410705245406,0,0,-4.4345384,3.308553
36,"RT @FoxNews: Fox News Poll: Nine in 10 say Taliban control of Afghanistan poses threat to US
https://t.co/ImOQO1nhXK",Zoozaz231,Sun Sep 19 19:54:08 +0000 2021,,862,fox news poll nine 10 say taliban control afghanistan pose threat u,0.236,0.764,0.0,-0.5267,negative,0.011795299386962391,-0.03532330393187201,0.02094708657832654,0,0,-5.917176,0.92898977
37,"Sure, but we will NOT be distracted, @JoeBiden Puppeteers! We will ALWAYS #RememberAfghanstan &amp; we will keep the su… https://t.co/MLriQvyBUF",GirlygirlinMN,Sun Sep 19 19:54:08 +0000 2021,MN,25565,sure distract puppeteer always amp keep su…,0.232,0.526,0.242,0.0258,neutral,-0.0021066539637954415,-0.0201493895224783,0.010225367723885737,0,0,-10.130387,3.1377633
38,RT @NeriZilber: Taliban are now a naval power,JT_Wirral,Sun Sep 19 19:54:09 +0000 2021,,471,taliban naval power,0.0,1.0,0.0,0.0,neutral,0.04623830527080938,-0.036363370919805814,0.030194831004557242,0,0,-12.637516,3.9454577
39,"RT @NewJerseyLP: Collateral damage - a phrase used for political reasons, that dehumanizes &amp; sterilizes innocent lives  killed by American…",Sharon64704996,Sun Sep 19 19:54:09 +0000 2021,"Homosassa Springs, FL",46719,collateral damage phrase use political reason dehumanize amp sterilizes innocent life kill american…,0.484,0.407,0.109,-0.8519,negative,0.0057167738795394114,-0.05311067138071934,-0.02736079340143203,0,0,-3.883138,7.5808015
40,"RT @_ZainiRaja: Finally, I found the 5th floor of Srina Hotel Kabul😂🤭
#ArnabGoswami https://t.co/WIQAdTaeJR",A_HM_E_D_,Sun Sep 19 19:54:09 +0000 2021,,948,zainiraja finally find 5th floor srina hotel kabul😂🤭,0.079,0.628,0.293,0.7269,positive,-0.22943195487043347,0.13159663978244876,-0.02099338960606428,1,1,10.414698,6.394275
41,"RT @hoffman_bruce: 3) ""Yet so far, family members said, they have had no contact with U.S. officials from any branch of the government, not…",mannocchia,Sun Sep 19 19:54:09 +0000 2021,,21557,bruce 3 yet far family member say contact u official branch government not…,0.0,1.0,0.0,0.0,neutral,-0.007126466968774729,-0.04403177522559447,-0.03233731266789574,0,0,3.683877,11.583252
42,RT @RonnyJacksonTX: The Taliban SET FREE the terrorist that days later killed 13 of our brave service members. This is at the same time tha…,Beverly77039271,Sun Sep 19 19:54:10 +0000 2021,,15665,taliban set free terrorist day later kill 13 brave service member time tha…,0.375,0.359,0.267,-0.5719,negative,0.17430423020291413,-0.5499551772152679,-0.5927991330655442,4,4,-7.0847664,-1.4392732
43,"RT @im_yash2307: India have always helped smaller countries regularly. We have toured WI 5 times, SL 4 times, Zim thrice, Bangladesh once,…",indicpolymath,Sun Sep 19 19:54:10 +0000 2021,Savarkar's Library,34815,yash2307 india always help small country regularly tour wi 5 time sl 4 time zim thrice bangladesh …,0.0,0.863,0.137,0.4019,positive,-0.008586486773689506,-0.060221716526873095,-0.057105326901151755,0,0,12.897711,-3.1938403
44,"RT @emilymiller: Updated guidance on finding legitimate US private groups for best chance of Afghanistan rescue: 

1) Free of charge (volun…",magacaroljean,Sun Sep 19 19:54:10 +0000 2021,,33863,updated guidance find legitimate u private group best chance afghanistan rescue 1 free charge volun…,0.0,0.462,0.538,0.9153,positive,-0.005642991749123152,-0.07755365736920403,-0.04908959633858759,2,2,12.222419,0.16015916
45,RT @ReadMoreBible: I'm not forgetting about Afghanistan.,chang_dorena,Sun Sep 19 19:54:12 +0000 2021,"Garland, TX",23678,forget afghanistan,0.655,0.345,0.0,-0.2263,negative,-0.004336897221685259,-0.04284689003163655,0.015638496531544997,2,2,0.1869246,1.8619208
46,"RT @AgrawalSadhuram: https://t.co/XAMSo6CHG4
I support #Taliban
I don't want militants in
country:Putin
I don't want to go to #Kabul #Liber…",AgrawalSadhuram,Sun Sep 19 19:54:12 +0000 2021,Bangalore,32320,support want militant country putin want go,0.0,0.43,0.57,0.5106,positive,-0.00798319174034163,-0.03606783517075992,0.019722207586188645,2,2,1.6843156,-4.534496
47,RT @AlanRMacLeod: Check out this absolutley insane 2002 column about Afghanistan 🇦🇫 from the @Nytimes' Nicholas Kristof. https://t.co/IimM3…,_victoriabranch,Sun Sep 19 19:54:12 +0000 2021,,1083,check absolutley insane 2002 column afghanistan 🇦🇫 nicholas kristof …,0.231,0.769,0.0,-0.4019,negative,-0.0030855446418774244,-0.02582108779503096,0.011491513445400399,2,2,-1.0978099,2.6000118
48,@ImSpeaking13 In 4:31(from Quran)God explicitly says that he can forgive any sin easily except the big sins-big sin… https://t.co/7oWBneZyGl,Nora50033742,Sun Sep 19 19:54:13 +0000 2021,,2295,4 31 quran god explicitly say forgive sin easily except big sin big sin…,0.316,0.395,0.289,-0.3818,negative,-0.0029975806623023476,-0.01621454172872508,0.00906889418833718,0,0,-3.1419437,5.8037314
49,"RT @shen_shiwei: Serena hotel in Kabul, #Afghanistan with “3 invisible floors”, according to India's Arnab Goswami. ⬇️ https://t.co/4HXZuE3…",maverickkhan19,Sun Sep 19 19:54:13 +0000 2021,Iraq,42505,shiwei serena hotel kabul “3 invisible floors” accord india arnab goswami ⬇️ …,0.0,1.0,0.0,0.0,neutral,-0.3024850727021296,0.18602250601182077,-0.028203350297819722,1,1,11.284108,11.81006
50,RT @shen_shiwei: India's Arnab Goswami claims #Pakistan's ISI officers are staying on the fifth floor of Serena Hotel Kabul and meddling in…,DrTahir1011,Sun Sep 19 19:54:13 +0000 2021,"Peshawar, Pakistan",8873,shiwei india arnab goswami claim isi officer stay fifth floor serena hotel kabul meddling in…,0.0,1.0,0.0,0.0,neutral,-0.5699401261418173,0.36784295692574054,-0.05933481804493265,1,1,9.657315,11.398495
51,RT @ProfMJCleveland: Remember when the Iranian hostage crisis hit the 20th day and the National media collectively ignored it in order to p…,1kay9,Sun Sep 19 19:54:13 +0000 2021,,77807,remember iranian hostage crisis hit 20th day national medium collectively ignore order p…,0.375,0.625,0.0,-0.765,negative,0.0061877246661598195,-0.05421682800567353,-0.03084641513843189,2,2,-5.731942,12.888937
52,RT @CrypticNoHoes: Why'd they need to bring a RPG on a pedal boat 😭,FULYEQUIPKID,Sun Sep 19 19:54:13 +0000 2021,"Angel Grove, CA",8768,need bring rpg pedal boat 😭,0.307,0.693,0.0,-0.4767,negative,0.5756977749749665,0.5766562101530928,-0.14333492506410722,3,3,11.128976,-7.727246
53,"RT @emilymiller: Updated guidance on finding legitimate US private groups for best chance of Afghanistan rescue: 

1) Free of charge (volun…",KMA164,Sun Sep 19 19:54:14 +0000 2021,,188821,updated guidance find legitimate u private group best chance afghanistan rescue 1 free charge volun…,0.0,0.462,0.538,0.9153,positive,-0.00564299174912321,-0.07755365736920408,-0.049089596338587595,2,2,12.224842,0.3340146
54,"RT @brgridiron: Baker Mayfield is honoring Maxton Soviak, a US service member killed in an attack in Afghanistan last month, with his prega…",TheSwerveShow,Sun Sep 19 19:54:14 +0000 2021,L.E.S. New York,14975,baker mayfield honor maxton soviak u service member kill attack afghanistan last month prega…,0.355,0.5,0.145,-0.6808,negative,0.026006528066999803,-0.13491010956885657,-0.12033078219621328,0,0,-7.95963,3.4066668
55,RT @RT_com: Prime Minister of Pakistan Imran Khan spoke to RT and shared his views on the ongoing situation in Afghanistan https://t.co/m0L…,haseeb_swati,Sun Sep 19 19:54:14 +0000 2021,"Abbottabad, Pakistan",272377,com prime minister pakistan imran khan speak share view ongoing situation afghanistan …,0.0,0.845,0.155,0.296,positive,-0.022806268695763535,-0.025811413748598442,0.014144231596748475,0,0,-5.569869,4.8215194
56,RT @mattczeller: #SameEvilTaliban - women are now all but banned nationwide from public life in #Taliban occupied #Afghanistan. https://t.c…,grumpydebs,Sun Sep 19 19:54:14 +0000 2021,"London, UK",1473,woman ban nationwide public life occupy …,0.375,0.625,0.0,-0.5574,negative,-0.004168674045935386,-0.018110035634523382,0.00805331648993726,0,0,2.8527632,-15.857743
57,"RT @IFazilaBaloch: Large numbers of Afghan citizens gathered in the Iranian city of Isfahan to protest.

chanting ""#Taliban is committing c…",Isabelbornet,Sun Sep 19 19:54:15 +0000 2021,France,36298,large number afghan citizen gather iranian city isfahan protest chant commit c…,0.138,0.621,0.241,0.128,positive,-0.003945397176135164,-0.02305921048434603,0.010339256528218115,5,5,10.4346075,-14.028206
58,RT @darvesh211: Arnab was right. My intelligence sources are confirming that ISI agents are dancing on the 5th floor of Serena hotel Kabul…,SanaAli2831,Sun Sep 19 19:54:15 +0000 2021,,3381,arnab right intelligence source confirm isi agent dance 5th floor serena hotel kabul…,0.0,0.795,0.205,0.4767,positive,-0.3892366628919663,0.24087159256192553,-0.0356159714243506,1,1,8.2881365,8.110449
59,"@VP You can do this when the southern border is in turmoil, 13 marines R killed Afghanistan falls and an innocent f… https://t.co/aC0OXgnDH4",dan79765213,Sun Sep 19 19:54:15 +0000 2021,"New York, USA",2440,southern border turmoil 13 marine r kill afghanistan fall innocent f…,0.409,0.455,0.136,-0.7003,negative,0.01953189336760129,-0.11550991297582557,-0.09485359880098192,0,0,-2.4629428,7.6244864
60,RT @PoliticsForAlI: 🚨 | NEW: The Taliban enjoying pedal boats https://t.co/s8Fw0sEhKY,_andrewthetaco_,Sun Sep 19 19:54:15 +0000 2021,Crib,4557,🚨 new taliban enjoy pedal boat,0.0,0.686,0.314,0.4939,positive,0.5750297967615199,0.45666690373199265,-0.08193867256034353,3,3,-1.4846545,-9.48517
61,"RT @ForumStrategic: Huge cache of Iranian made weapons &amp; ammunition has been found by Afghan Taliban in Panjshir.

Seems like Iran was supp…",syedray4,Sun Sep 19 19:54:15 +0000 2021,,2674,huge cache iranian make weapon amp ammunition find afghan taliban panjshir seem like iran supp…,0.116,0.632,0.253,0.3818,positive,0.00726037902853011,-0.030373559028011646,0.020028778682120843,0,0,8.438399,-11.394548
62,At least when Dementia Joe Potato Head is on vacay he won't be bombing any aid workers or children over the weekend… https://t.co/HB0UIdMEyV,Coolhand6661,Sun Sep 19 19:54:15 +0000 2021,"Leeds, England",94979,least dementia joe potato head vacay bomb aid worker child weekend…,0.242,0.758,0.0,-0.4939,negative,-0.008836375194088227,-0.014113698241272612,0.008327404210731693,0,0,1.0487727,8.317815
63,RT @PenFarthing: The @Nowzad #OperationArk was ‘people&amp;animals’. No-one was prevented from boarding a flight due to our rescue Behind me (o…,Sueblueocean,Sun Sep 19 19:54:16 +0000 2021,,10116,‘people amp animals’ one prevent boarding flight due rescue behind o…,0.0,0.672,0.328,0.5267,positive,-0.0034532025227376187,-0.027878443027589062,0.010524166648273223,2,2,-8.925455,7.791651
64,RT @gnuseibeh: So now we have an extremely popular Euro Fatwa App in Britain giving justification for Muslim soldiers to disobey orders for…,aknoonsamoon,Sun Sep 19 19:54:16 +0000 2021,,25973,extremely popular euro fatwa app britain give justification muslim soldier disobey order for…,0.0,0.795,0.205,0.4754,positive,-0.0015099157443447734,-0.020901593293562844,0.006881069833669033,2,2,-12.507061,-0.18074319
65,"RT @NatalieJHarp: .@POTUS45 endorses @michaelgwaltz:

“He will not let the incompetent leader of our Country get away with giving the Talib…",Wendyj72587296,Sun Sep 19 19:54:16 +0000 2021,"Roselle, NJ",75779,endorses “he let incompetent leader country get away give talib…,0.23,0.593,0.178,-0.1779,negative,-0.01167732399833758,-0.020103219725829905,0.008854043194776968,0,0,-0.09024157,-17.91477
66,RT @dawn_com: India's #ArnabGoswami lampooned after claiming ISI agents are staying on 5th floor of two-storey Kabul hotel https://t.co/9wT…,mkw72,Sun Sep 19 19:54:16 +0000 2021,Islamabad,1602,com india lampoon claim isi agent stay 5th floor two storey kabul hotel …,0.0,1.0,0.0,0.0,neutral,-0.38486220406570304,0.23647287252766855,-0.035311895846794575,1,1,6.6356273,6.434368
67,"RT @MrDawodZai: The new Taliban Mayor in Kabul has told all female employees of the Kabul Municipality to stay at home, as there is no work…",monikarutland11,Sun Sep 19 19:54:16 +0000 2021,"Prague, Czech Republic",1804,new taliban mayor kabul tell female employee kabul municipality stay home work…,0.0,1.0,0.0,0.0,neutral,-0.07585548642142913,0.10580683268866552,-0.0023541766433147534,0,0,4.2435327,7.1156063
68,Leaders from more than 100 nations are heading to New York this week for the United Nations' annual leadership gath… https://t.co/eCqiN8h9ia,dayton247now,Sun Sep 19 19:54:16 +0000 2021,"Dayton, Ohio",2771,leader 100 nation head new york week united nation annual leadership gath…,0.0,0.797,0.203,0.4215,positive,0.0272131851635938,0.011305001940817024,0.0024825721755932875,0,0,2.0338068,-7.9825644
69,"RT @saxotrombone: The Taliban take away Afghan girls basic and fundamental right to education. By not permitting girls to return to school,…",AsieAlii,Sun Sep 19 19:54:16 +0000 2021,"Oslo, Norge",637,taliban take away afghan girl basic fundamental right education permit girl return school …,0.0,1.0,0.0,0.0,neutral,0.024116016689188016,-0.050928629094666826,0.02777303704128651,5,5,-5.9400573,-10.624359
70,"Taliban, kings of cancel culture. 
Out: Womens Ministry. 
In: Ministry for the “propagation of virtue and the preve… https://t.co/uxYkMfHw75",batfish71,Sun Sep 19 19:54:17 +0000 2021,,50,taliban king cancel culture womens ministry ministry “propagation virtue preve…,0.156,0.625,0.219,0.2023,positive,0.02042823854123509,-0.027273259191885422,0.016713569924987903,9,9,-1.5304506,-14.502392
71,"RT @AfgFactChecks: This is how taliban regime is governing in Bamyan province. This is governor's office after Taliban captured it. 
https:…",MarinaZakiah,Sun Sep 19 19:54:17 +0000 2021,,5629,taliban regime govern bamyan province governor office taliban capture https …,0.0,1.0,0.0,0.0,neutral,0.08824732723528694,-0.09285166015689102,0.21507757670804398,0,0,-9.621779,-11.739348
72,RT @noahbarkin: It happened again #Triell,kolozika,Sun Sep 19 19:54:17 +0000 2021,,1179,happen,0.0,1.0,0.0,0.0,neutral,-0.002505840186229184,-0.017683048798599027,0.010525442125465792,0,0,16.155968,2.7897658
